id|nombre|fuente|url|tipo|subtipo|periodo|actualizacion_sedesol|metadata|data_date
jubilado_1|||||||2018-07-14 00:33:46.112877||2016-a
jubilado_2|||||||2018-07-14 00:33:46.112877||2016-a
tar_inapam|||||||2018-07-14 00:33:46.112877||2016-a
pen_adm|||||||2018-07-14 00:33:46.112877||2016-a
pros_adm|||||||2018-07-14 00:33:46.112877||2016-a
otr_adm|||||||2018-07-14 00:33:46.112877||2016-a
id_corte|||||||2018-07-14 00:33:46.112877||2016-a
ab_mes|||||||2018-07-14 00:33:46.112877||2016-a
ab_anio|||||||2018-07-14 00:33:46.112877||2016-a
ab_edad|||||||2018-07-14 00:33:46.112877||2016-a
conyuge|||||||2018-07-14 00:33:46.112877||2016-a
embarazada|||||||2018-07-14 00:33:46.112877||2016-a
prob_salud|||||||2018-07-14 00:33:46.112877||2016-a
desc_prob|||||||2018-07-14 00:33:46.112877||2016-a
reci_salud|||||||2018-07-14 00:33:46.112877||2016-a
cau_salud|||||||2018-07-14 00:33:46.112877||2016-a
desc_causa|||||||2018-07-14 00:33:46.112877||2016-a
afromex|||||||2018-07-14 00:33:46.112877||2016-a
con_inac|||||||2018-07-14 00:33:46.112877||2016-a
locl_tra|||||||2018-07-14 00:33:46.112877||2016-a
dias_trab|||||||2018-07-14 00:33:46.112877||2016-a
seg_soc|||||||2018-07-14 00:33:46.112877||2016-a
ingre_a|||||||2018-07-14 00:33:46.112877||2016-a
ingre_b|||||||2018-07-14 00:33:46.112877||2016-a
mon_ing_a|||||||2018-07-14 00:33:46.112877||2016-a
per_ing_a|||||||2018-07-14 00:33:46.112877||2016-a
mon_ing_b|||||||2018-07-14 00:33:46.112877||2016-a
per_ing_b|||||||2018-07-14 00:33:46.112877||2016-a
mon_aport|||||||2018-07-14 00:33:46.112877||2016-a
per_aport|||||||2018-07-14 00:33:46.112877||2016-a
tra_temf|||||||2018-07-14 00:33:46.112877||2016-a
lug_traf|||||||2018-07-14 00:33:46.112877||2016-a
actualizacion_sedesol|||||||2018-07-14 00:33:46.112877||2016-a
data_date|||||||2018-07-14 00:33:46.112877||2016-a
