id|nombre|fuente|url|tipo|subtipo|periodo|actualizacion_sedesol|metadata|data_date
estado|Entidad Federativa|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
legislacion_reconoce_matrimonio_igualitario|La legislacion reconoce o no el matrimonio igualitario|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
fundamento_articulo|Fundamento|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
cita|Cita textual|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
fuente|Fuente|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
link|Liink|IMCO||Capacidades|Gobernabilidad|2016.0|2018-09-03 23:54:00.209889||na-fixed
actualizacion_sedesol|||||||2018-09-03 23:54:00.209889||na-fixed
data_date|||||||2018-09-03 23:54:00.209889||na-fixed
