"CVE_MUN","coords.x1","coords.x2"
"15122",2819885.19921349,812218.984539367
"15094",2831750.63191194,783048.335646507
"15050",2824957.73958448,792139.603509959
"15098",2761670.87809723,794887.841474888
"15011",2817807.97654477,841876.112470664
"15020",2802956.22918238,850493.733635136
"15059",2805636.93598443,861987.74885565
"15055",2753471.01775474,803740.855559007
"15023",2790081.66762261,868305.101927429
"15064",2700590.61345127,867408.453172912
"15028",2825928.14174276,845096.694202108
"15033",2809264.76777309,844715.578593042
"15017",2834088.11847329,795729.927708205
"15093",2838296.94683593,844971.560182949
"15083",2826858.83698308,802710.11479551
"15107",2748546.51910311,756146.216418076
"15063",2773455.13721932,781796.689794477
"15031",2819673.10669595,827657.477556828
"15007",2710910.17742315,807482.510036484
"15070",2819856.54497351,821567.336411191
"15097",2716550.2845772,773178.688684634
"15096",2797412.94233094,881101.426010011
"15116",2683097.3102449,786127.353390722
"15109",2798471.49404852,850394.627126976
"15125",2807434.27232195,856714.514152571
"15027",2756942.31394709,803292.430774386
"15061",2842765.12115276,871882.196174646
"15058",2811755.38812697,828186.502956203
"15022",2829379.02800151,806861.803880224
"15078",2678354.32891542,799195.823242693
"15068",2835039.89455013,784425.534777794
"15004",2724345.86292555,761515.618072907
"15081",2814885.51049134,859517.782623488
"15089",2828378.04455528,798624.632757369
"15037",2778663.07361828,823178.090102513
"15019",2766327.84231425,803823.649750994
"15041",2680555.03631519,807804.270039614
"15013",2785140.68776922,843358.488568118
"15065",2840933.9599748,854590.797464234
"15120",2805741.74049993,870726.376074585
"15119",2757292.66704096,758412.613857255
"15026",2755688.98719079,871625.068477393
"15039",2837460.09702517,819936.38937104
"15113",2742924.47447765,777417.007563395
"15052",2764332.26008211,767570.587583471
"15014",2724933.92498316,869377.029425955
"15056",2746360.24449076,862387.066329223
"15104",2796055.7127573,841135.042717906
"15075",2830975.31291368,861403.525243372
"15071",2725719.24455759,915086.543595036
"15040",2742816.39594826,763762.715412219
"15035",2786583.38647409,871840.070461615
"15103",2842728.34754945,805269.407674763
"15067",2758869.16995162,830279.601899917
"15090",2748908.67486696,789376.95361854
"15009",2844556.75575744,796032.193201807
"15049",2760944.49217683,788019.367705094
"15034",2842843.27289504,778667.01368729
"15077",2706236.19198976,777506.252151886
"16084",2452657.80661635,876630.449668772
"16075",2458666.32846288,850418.41682672
"16093",2687304.82069697,865551.64376313
"16095",2437927.19561269,849775.538141707
"16024",2501072.00746258,859387.169338127
"16078",2600190.28484582,893329.681043561
"16071",2549166.60082977,901505.686175083
"16091",2447740.30518657,865226.742265517
"16039",2556814.21272394,835981.033745896
"16014",2329996.45796342,750845.822581755
"16085",2474039.96771622,874632.258371501
"16016",2538925.10918938,866130.759628555
"16042",2457741.57501293,905418.938532361
"16027",2566556.41420476,877443.999322145
"16094",2493652.98807016,889318.784530011
"16013",2601249.29569498,775191.00162195
"16082",2557454.43615077,806540.052075209
"16087",2510991.59544909,814660.305885729
"16106",2477161.37787632,921689.834775737
"16111",2509525.55285315,825610.121989688
"16096",2446232.18707693,728710.777336775
"16052",2460333.52683989,677640.667585104
"16062",2445237.56455452,904775.675630769
"16023",2453435.72148292,893592.883832388
"16100",2547107.74158885,845705.070261242
"16045",2421427.78490785,886388.949177154
"16001",2569090.32686624,829883.617979783
"16056",2512590.91028199,849521.203062579
"16010",2471401.21947608,708075.81934433
"16081",2667106.6349249,800333.392222975
"16020",2592627.36738205,886809.513214795
"16089",2409883.79157091,786100.063006073
"16040",2610495.95306679,863257.467237927
"16113",2545069.91555908,917068.788623083
"16038",2594240.45735561,740361.151759432
"16105",2451104.90225556,918106.902951987
"16047",2655104.83751489,826937.770583161
"16101",2613719.74455661,826370.938198413
"16057",2582304.15903393,788842.33327873
"16004",2528356.80791563,904012.002088483
"16002",2419917.28865274,753947.958851883
"16015",2385672.18028162,743317.687475824
"16017",2686954.37232918,885342.011951529
"16044",2530839.74992782,880627.262206459
"16061",2674388.18095234,843027.684554633
"16041",2660078.49479812,858274.682648459
"16032",2528733.84875166,846742.237484359
"16021",2476175.01882143,854746.745008457
"16035",2508283.9316844,760840.817104565
"16074",2408396.32391953,901293.923310586
"16051",2399115.18133048,893948.442597077
"16072",2620495.07364717,858968.990662242
"16099",2644941.64420973,803477.004338126
"16049",2586943.18159495,816355.950267865
"16046",2661396.74917034,811494.818456666
"16109",2498798.19146616,908792.065564659
"16079",2532674.18427705,820421.112827088
"16112",2674019.81106993,827685.275138125
"16097",2560741.90104822,770909.18110394
"16063",2522767.53993473,888874.427818792
"16012",2438757.81837078,800927.11194409
"16036",2575311.68049302,888427.709674277
"16048",2561587.82247981,842230.219889876
"16018",2581236.68456962,879649.581462331
"16003",2602098.46844058,875060.569301896
"16034",2638246.45752493,846551.389145938
"16092",2626498.40553014,785132.625222225
"16068",2452628.37481759,833050.856944134
"16065",2492573.50996733,850506.821959061
"16054",2558083.99615785,887656.698285486
"16088",2587968.70256755,868677.799731812
"16007",2667728.41615757,852310.249689404
"16005",2677900.1329127,848812.973413671
"16076",2420128.14580477,894961.058913019
"16110",2628452.90614129,874954.35166879
"16080",2673171.59724318,861662.303261098
"16006",2455506.56688155,771521.171584998
"16104",2438850.60868185,888099.7739529
"16026",2351752.03238987,752938.007571839
"16055",2486992.23683062,775107.1188266
"16008",2369635.97609825,709730.476078912
"16107",2517973.93511694,869273.457947196
"16067",2510874.93832066,900119.608173804
"16059",2514303.58451087,795870.323528839
"16037",2552546.31746489,876837.268704006
"16053",2575360.00618289,852065.893893427
"16060",2504189.3742805,916312.765248909
"16031",2678177.77179074,905975.985091406
"16086",2464429.83285323,917300.56722734
"16043",2467033.93394861,881523.965545126
"16058",2479501.41338139,823381.21918271
"16028",2491873.07501492,902883.019085527
"16009",2530777.03389776,795581.606905687
"16033",2499251.3452977,795831.185991578
"16070",2500833.8254432,878815.699693386
"16011",2438607.15508271,914991.621651201
"16103",2430604.91625599,904606.021100998
"16098",2658173.66034204,841871.27399309
"16019",2426880.79821324,862260.71853291
"16022",2603137.46088662,852489.018372953
"16025",2489435.75570044,868077.184640714
"16066",2541970.35354972,832949.103845531
"16050",2663948.69950577,877366.886438776
"16030",2474646.68849031,905844.469513667
"16108",2472471.58056443,892328.808022332
"16077",2630372.96476318,731043.423335355
"16102",2488944.37219656,827270.391312607
"16069",2492476.66602579,922369.663710512
"16073",2548213.10781567,855112.598903501
"16064",2477703.83433443,785157.382500111
"16083",2463637.57858399,814898.287545117
"16029",2540404.42531422,744022.609722848
"16090",2515628.37790746,835036.232456919
"17005",2768816.38140961,751070.836610805
"17006",2819523.26740366,762581.58964154
"17025",2808390.14418895,726110.600699387
"17030",2830500.33821555,765649.400089941
"17004",2817975.12220169,750301.203469214
"17021",2772407.70153752,746816.557707539
"17028",2790904.54034837,754803.330853974
"17002",2826340.94215186,774657.848884203
"17020",2804101.48072585,779300.330181128
"17009",2790133.65024681,787452.486022612
"17014",2777366.68294678,746152.465079307
"17023",2816042.11302993,785888.09651925
"17001",2775321.76544378,735516.93725175
"17033",2837703.94737055,755485.274271551
"17015",2778208.2915079,759098.245928647
"17013",2835949.30567759,744894.417542428
"17026",2817835.71982693,776572.521346556
"17027",2823713.84779393,781823.912666729
"17032",2841444.83738974,760832.418907729
"17019",2827228.93969635,734868.29999484
"17003",2842327.2803188,729728.586750493
"17008",2796513.42244004,760638.149783861
"17007",2787611.28633001,774290.984576631
"17024",2804398.12152132,748775.232543062
"17012",2792623.8496526,735240.769707564
"17017",2785986.68047503,734360.33512103
"17010",2840601.65702485,747390.075393511
"17011",2797876.62896193,768557.192992777
"17016",2838402.86347992,769015.558831095
"17022",2845988.62875259,771834.053071203
"17029",2809897.0892405,767371.502982274
"17018",2786845.79260298,763633.918219993
"17031",2794558.9017044,743135.453470282
"18019",2278296.64611818,1060387.02224146
"18010",2170067.50423717,1125785.11868914
"18005",2168695.13561993,1199724.36089681
"18003",2251178.80595704,984303.465251708
"18002",2233430.12456502,1005852.41550396
"18009",2227322.18227712,1125815.08311933
"18014",2232612.74481263,1040623.37158895
"18016",2139376.05394635,1150667.39363947
"18020",2161061.06333145,985858.179371098
"18006",2261286.31076886,1004526.70445485
"18001",2166382.54198128,1164118.04360798
"18008",2194354.95206682,1045160.9105368
"18013",2215844.02879529,1019399.24188264
"18018",2153263.44360827,1108962.94488855
"18011",2195630.19750665,1111281.59563471
"18017",2207371.42441909,1070321.04845507
"18007",2252009.04987175,1021286.92746642
"18012",2140633.93325481,1065932.19182413
"18004",2183937.79337822,1016768.6371395
"18015",2158369.98262052,1096997.76235713
"19038",2719898.65954204,1455203.22189971
"19011",2728557.45659424,1559645.54858101
"19032",2656378.34400587,1666649.72057319
"19050",2709751.89043208,1622876.92008831
"19033",2748397.75005583,1425406.48633383
"19015",2795974.67807935,1548946.38169002
"19005",2694781.43738941,1699282.99230572
"19003",2771527.98679741,1562508.98413736
"19030",2716658.98374182,1401368.9242855
"19013",2802952.8105365,1495722.11944648
"19016",2719009.96016943,1534892.36679109
"19022",2759264.04561578,1472349.10647847
"19019",2662418.71146127,1511572.09752486
"19021",2664112.94918614,1531150.28810786
"19039",2668793.8385093,1511667.9544622
"19040",2737956.66686373,1616142.00532628
"19035",2749701.63286561,1557418.99912858
"19051",2664041.09973912,1602594.87966986
"19042",2741052.07378175,1513632.29274509
"19018",2633766.56051034,1529405.44115311
"19048",2651603.32784685,1503736.94708275
"19029",2733391.22875288,1428682.37637414
"19024",2728856.94668444,1320324.98881747
"19014",2671603.62084074,1314967.8382024
"19025",2686011.15483867,1541279.23789856
"19041",2702011.97403124,1522241.47658544
"19009",2708634.01694128,1498936.97740816
"19034",2703039.15486617,1537442.46485792
"19012",2680872.25550592,1548499.69977127
"19037",2620708.25094609,1581837.69297903
"19046",2672696.18717485,1521777.21282779
"19044",2683640.59769724,1614453.54820418
"19028",2699518.65341605,1554890.70866779
"19010",2663880.55922649,1539836.89872924
"19001",2658938.89002648,1544167.75627977
"19047",2654158.82664043,1550605.36604019
"19017",2661787.63384162,1414093.12064369
"19023",2754111.77071344,1575557.83746889
"19008",2642702.67803341,1613623.81511779
"19002",2728375.8340634,1584623.32239801
"19036",2686981.99905307,1266501.33862398
"19004",2697436.40349609,1474178.52017499
"19031",2687770.32455486,1508517.49531466
"19007",2713506.73159266,1355787.76329891
"19049",2676504.12324137,1483108.7119057
"19027",2757859.85581304,1542910.25530169
"19020",2814539.28187546,1531610.25958236
"19043",2687946.533068,1448076.91012849
"19006",2680942.73885819,1528077.75637379
"19026",2679265.18518306,1514866.39470378
"19045",2672160.89585729,1568641.68108031
"20440",3182155.15766691,530518.168882103
"20503",3111572.10671292,593391.651366284
"20341",2979582.33520031,628580.617908819
"20540",2968654.77781265,640756.278653336
"20356",3089712.30839701,569771.869528038
"20521",2992996.76000323,632335.363309468
"20504",3069384.67743474,596656.48475701
"20244",3025281.37452504,688768.934411481
"20535",3030079.38522319,527770.675830015
"20151",2971857.67200148,663003.526425073
"20538",3084644.27789454,497337.688076314
"20552",2979117.76797714,661195.478260961
"20152",2896856.19541105,615032.463109007
"20302",2931038.16752714,509846.187505913
"20468",3138136.53464362,643096.423353246
"20051",3080415.17261517,555962.367384602
"20370",2972928.51535364,601514.629906671
"20556",2976701.32332446,650624.134871051
"20111",2922592.57273826,512039.349931397
"20072",3069846.55701854,531380.246021976
"20364",3004250.68869995,474172.879299813
"20560",3098584.25871545,575256.981176518
"20546",3083998.47617817,574446.526181919
"20033",3053190.37419853,586763.996973205
"20139",3056288.36230188,667541.079589627
"20313",3022315.24346331,650139.692495488
"20203",3083019.18457991,520377.906593263
"20087",3066630.47475102,576566.283707433
"20260",3062545.13789174,615548.015399161
"20428",3136994.16235452,493237.371214066
"20221",2986451.76004304,629908.76614523
"20287",2982658.8403871,648212.090160026
"20016",2902518.47336827,586347.08125221
"20323",3156414.70068991,568086.606974096
"20098",3071537.89421361,672445.745297364
"20096",2999516.98061392,618975.544280576
"20226",3114414.78902201,557385.383119001
"20012",3087780.10264892,446099.156024328
"20367",2945548.75661232,490391.399093404
"20186",2894952.21153935,658042.102210726
"20400",2960661.59903179,660359.560217731
"20220",3055128.2409212,649134.374535924
"20224",3002254.61804204,623355.403578711
"20516",3004834.1735986,518411.615646129
"20102",3042428.82421641,587157.70150389
"20232",3096221.20980295,683296.026275101
"20478",3040135.93335836,624635.888047774
"20192",3068500.1493967,548650.89454068
"20500",2976756.03827946,547978.371060351
"20119",2983821.04013022,589591.915525828
"20207",3200324.9050701,587798.535694991
"20095",3086753.40615814,480928.11138833
"20168",2900775.87441208,493388.254178751
"20185",2909937.2720051,522896.794510519
"20318",3029410.05196771,449747.828203154
"20353",3064259.62996442,493692.086329892
"20077",3051252.14221077,590325.63036735
"20518",2995100.6385981,609651.88792544
"20055",2910638.46838689,654263.993255802
"20067",3061788.82412613,578759.174504994
"20141",3306663.83355813,493245.20048447
"20462",2956736.54933992,652918.164106732
"20405",2962853.49601168,629901.449606996
"20053",3221452.14090519,519879.423110758
"20466",2959963.37141731,512836.442006147
"20099",2883274.44408433,634941.886009279
"20502",3150662.37609997,592502.490765247
"20180",2891027.10339166,508336.856122698
"20380",3077346.30440251,562757.896886457
"20074",3113604.0607199,492800.428423704
"20228",3036861.8450109,701227.494272909
"20354",3039869.86199071,702263.378536975
"20542",3059124.4779984,519806.782258384
"20250",3003267.70713392,612222.015675499
"20519",3076094.17239172,575958.855543541
"20443",3094649.4827613,590984.382015398
"20342",3059016.0784976,565346.315263789
"20239",2966604.66405112,608143.069807511
"20297",2982589.18322035,565571.033920845
"20491",3000899.0576852,534409.920728647
"20089",2957123.40855272,641317.826813447
"20463",3025954.88688486,620039.157628802
"20372",2961136.28693128,564940.404052777
"20527",3042967.57324482,654674.708708192
"20432",3120780.4575693,611729.449732936
"20157",3058271.10167282,577884.336122598
"20125",3146055.19660987,505783.535405237
"20082",2948881.03886781,502691.594186746
"20345",2911763.12440919,510106.562265874
"20030",3244456.41741981,516131.769714731
"20045",3051510.67567231,594457.881753023
"20243",3066143.76921843,553828.638549226
"20247",3093133.00332337,603875.381503106
"20019",3044934.01414971,662937.644278407
"20464",2981970.662442,662290.298945213
"20086",2977192.33701542,586535.938377055
"20312",2923423.44064576,504164.813169849
"20049",3064369.05071889,535227.510785552
"20268",3062517.09213113,522691.354488408
"20145",3075761.18184117,570883.609315015
"20118",3086508.16986267,556922.525199912
"20084",3062008.22353469,589756.443709564
"20107",3065546.96749827,570254.494749848
"20278",3087195.4489647,707095.687345492
"20201",3105767.81125723,605033.213503975
"20402",2894595.67755103,498895.3496423
"20165",2926284.5398202,668738.289369238
"20171",3063404.91963806,696050.352472916
"20054",3007421.38603047,608799.064258557
"20388",3048614.68122484,558289.014991925
"20395",3021903.44286204,635230.554190991
"20410",3157331.10833287,486181.377722734
"20558",3031114.02338589,651085.647461592
"20429",3031317.16228726,517666.463626606
"20530",3071963.81393476,553027.956144504
"20362",3073205.71012676,489655.367277442
"20259",2888965.83912073,637690.156307333
"20407",3311193.41390037,572772.602259059
"20209",3109284.18849567,485689.759120667
"20452",3062694.5427102,544880.473188436
"20003",3146951.25196673,574563.062398661
"20475",3095036.20660052,549828.149014739
"20399",3055211.51111395,576978.498345665
"20196",3080198.244109,612556.91781843
"20427",3238753.26881713,562179.965786687
"20059",3073211.08185798,495588.282604178
"20499",2970021.25577245,616390.003897598
"20343",3075135.97512046,566241.884017679
"20328",3083961.83863795,528787.35123328
"20474",2899984.8621976,505294.620487345
"20389",3059282.17586345,545823.032057663
"20069",3056288.52711235,525493.555627559
"20100",3123912.57490435,602031.317938116
"20360",3062039.00155684,549314.729819895
"20358",3048585.93379391,538478.676923493
"20486",2981084.78321655,638478.101163817
"20007",3062996.74730344,541198.586120719
"20002",3075748.18649906,728736.441464166
"20112",3086284.2760835,542452.714224588
"20506",3116605.72040935,577451.877656596
"20191",3084110.61837038,599225.010377567
"20222",3107560.46359114,618174.345691215
"20227",3053225.45544304,581432.517710071
"20219",3076106.70329042,556283.885250888
"20131",3108120.30247068,544924.481505386
"20047",2978683.40652448,653943.650032901
"20035",3084834.36169714,603181.517123353
"20052",3179227.61832084,499834.120575637
"20382",2983853.12417526,555701.976479652
"20271",3039318.89538657,539753.711374717
"20143",3301381.66788209,506286.237951749
"20272",2992861.92484349,480620.952077347
"20169",3065702.76523982,706844.088513421
"20315",3065350.78815772,539668.407414784
"20375",3066162.54088221,572990.765502225
"20290",2909840.01413408,648576.034707419
"20564",3000960.35736107,573895.166548362
"20371",2975682.86341387,571373.325491581
"20090",2937142.52563929,490712.943970529
"20553",3073287.85407479,578303.681205015
"20492",2994415.18326211,588404.274092464
"20216",3114633.8717242,604790.0967401
"20218",2986737.82097612,573446.098562591
"20451",3015872.71165824,637789.356454487
"20283",2996295.35559031,656454.153658557
"20075",3308339.45459807,511078.700874123
"20381",2906341.50443244,653477.372184658
"20298",3108056.40972835,565754.786283184
"20284",3080163.54824501,543252.543519422
"20230",2911202.55797111,632630.408773808
"20393",3069245.95403664,537192.196438055
"20056",2902387.09845522,511653.69397738
"20436",3024680.74935125,646138.429028448
"20349",3072065.19210096,562478.058641407
"20146",3101564.05917498,499454.706236613
"20094",3025200.67459967,592067.661504159
"20505",3276737.22932852,530215.34268406
"20264",3009381.09938526,635038.429976132
"20316",3114796.72151965,507607.098583357
"20245",2916251.20512252,653204.333494363
"20555",3055220.08183748,559389.403580678
"20488",2987679.30213556,652621.441424535
"20103",3066331.62713967,546982.287720546
"20433",3016646.92783249,473202.650588632
"20507",2889321.67895995,487669.599787523
"20109",3011019.65007518,692568.259490644
"20276",3050677.48010682,668919.483501029
"20340",2953971.07033105,684373.82538497
"20274",3009841.96726745,563521.012949671
"20127",2969954.2944554,595628.647748932
"20435",3140711.07946945,565149.98676589
"20093",2974396.38170893,629773.087059684
"20501",2900990.37552125,630417.22538432
"20070",2931760.31681367,497094.983523699
"20014",3238301.32474948,533171.851924086
"20420",3029464.54246862,537194.0937053
"20344",3050144.53023965,465890.962785705
"20523",2993811.42811298,624135.068659187
"20409",3071651.08426959,571050.110009656
"20373",2970023.90892391,677368.456264913
"20195",2990322.64267706,595760.821096864
"20040",3051518.05401819,685857.522107493
"20091",3067733.09628187,581789.725922251
"20346",2959241.45831304,621612.205755502
"20289",3062328.10626287,504351.382961396
"20133",2958846.81876818,572529.567094473
"20569",3016725.58904477,596311.799594674
"20190",3191275.85316415,608039.196637997
"20565",3057888.8239265,561722.660152339
"20368",3074941.3191722,544811.51152481
"20148",3121882.24411186,469168.844387549
"20081",2925166.498279,628284.727916338
"20138",3110341.52884834,589353.568957545
"20422",2995081.04366464,636723.038380947
"20028",3063073.73468971,522751.854914671
"20310",3051041.40283864,572892.658785277
"20179",3051565.92218659,615732.253310322
"20421",3219463.63765948,510222.524307829
"20162",3079713.28043549,535297.250676701
"20547",2972876.20174872,647345.988870606
"20181",2960930.43798186,674794.425655024
"20076",2941968.33904514,524445.109445248
"20493",2997585.67288721,617031.276052153
"20510",2977318.89763854,554493.664296096
"20352",2923904.45054427,655498.169687968
"20406",3054611.00293576,710353.101815133
"20176",3002230.83375144,645184.696493219
"20387",3055727.10219875,543020.677792655
"20454",3147213.90853479,581495.775814688
"20105",2951861.22937915,621227.887145815
"20281",3000437.49655867,607285.947331295
"20403",3063807.62716103,564260.943700193
"20101",3049248.90433055,522749.393801879
"20246",3117664.87915611,586557.033017766
"20129",2989369.40908587,645298.070464519
"20248",3245194.9658653,487533.370159739
"20301",3062201.93228487,538771.143863158
"20319",3120504.73587432,483041.34409854
"20430",2990224.65206942,580218.300800842
"20557",3267473.88774879,519510.628763777
"20229",3014715.59820072,513320.839722226
"20522",3107746.60218836,583083.110940166
"20335",3096950.17897961,615665.620326081
"20197",3081847.91338108,563084.072775206
"20562",2989394.16989876,606890.754765178
"20533",3080683.93803203,484043.208415297
"20322",3037623.62308489,697605.882729886
"20496",3096208.62050759,598935.405723018
"20215",3000107.26796646,614965.313471624
"20234",3037415.6001576,689741.519933387
"20135",3044675.90545615,577118.714500166
"20240",2940956.35389266,587560.418102352
"20147",2995928.04811397,605418.060835367
"20338",3054065.33520838,588789.277707104
"20484",2899146.12524663,643613.494445012
"20295",3054149.26885979,546987.892860553
"20065",2923205.91506379,618818.999612955
"20241",3049876.64835332,524472.015736935
"20412",3209680.74703488,544387.136693677
"20450",2978609.70153574,523763.052474176
"20048",3042946.46719712,555271.181930415
"20142",3034947.94309558,698824.264382315
"20444",2984197.12347114,551731.676973206
"20001",3069792.40119188,622047.534021423
"20536",2984900.1350772,612484.69955523
"20476",2952922.01252233,672532.342614911
"20425",3052600.01114764,656528.518838221
"20563",3056596.24080579,505407.413806637
"20034",2906548.36288344,646070.220234921
"20294",3045056.30484395,601160.041458335
"20365",3085473.46001925,588337.564445747
"20374",3040707.85810212,694854.621918476
"20332",2993112.09552147,615506.283338562
"20333",3116420.36623908,532160.823920918
"20204",3150364.19190434,516762.052061387
"20308",3234105.07652703,490725.633874966
"20456",2952171.77706262,644774.758976098
"20106",2977442.44844787,646852.308930385
"20120",3112331.90734375,596571.692963366
"20419",3080102.7542993,608324.605439165
"20061",3074726.5021546,498396.661645071
"20078",3071564.87713689,568072.961277991
"20029",3042015.76121008,699010.312425931
"20022",2943729.888248,689550.239283584
"20184",3124798.28035777,683814.218531342
"20449",3101798.43534234,520060.392118992
"20305",3230902.3339938,515085.858398352
"20299",3115641.00888928,583384.461003196
"20534",3053056.98582056,497557.443272254
"20011",2897661.16980125,622732.818083969
"20498",3191026.49771243,628074.097618807
"20355",3050029.91679049,676631.680342104
"20321",2968600.1917702,654059.989854542
"20424",3106064.95481657,469176.487839468
"20288",3100171.61945047,607482.104041562
"20266",3133892.18222468,453195.176336916
"20524",2956066.05495794,634193.531696935
"20262",3089862.98277344,590682.145010357
"20347",3097662.25033939,480614.434284854
"20256",2984225.40584538,653947.147197964
"20172",2978281.26450886,603378.630431258
"20480",2956997.94582953,601070.996300104
"20339",2977112.10849617,620825.346580073
"20554",3135945.22216448,597509.316081987
"20104",3028657.48196127,547865.040420882
"20529",2923276.42614682,648515.037221834
"20200",3151522.1827824,557105.414673603
"20465",3184188.10468439,564419.028853749
"20225",2941175.04395053,498200.714013499
"20210",2951006.79154485,610977.47115993
"20063",3050273.1980078,587103.390469835
"20126",3101543.96792458,492115.182938488
"20080",3054601.91740794,513261.150428053
"20307",3167423.37905657,457841.603418454
"20446",2947131.72448922,567547.773867448
"20512",3109462.67274681,477846.305429521
"20497",3010391.12595271,477854.333687021
"20568",2941041.70978986,661203.38526551
"20008",3167951.21149675,485840.029901958
"20303",3110693.96009164,587436.898595305
"20397",2958395.27964247,589627.32454136
"20418",3197754.38463444,519332.271964293
"20177",3033243.16414208,648505.492820581
"20128",3119114.74632133,608608.342411542
"20494",3035775.77116542,569515.573682904
"20116",3063067.85077546,683782.943866334
"20079",3226650.43768602,484876.276637948
"20357",3153570.50724518,527199.124548267
"20251",2879601.893955,633469.270570063
"20378",3043729.80469078,543508.281184148
"20379",2955785.44260694,581076.033835008
"20263",3070316.34591752,475304.164276291
"20320",2973676.50387007,575972.561402331
"20257",3122160.36014916,597037.104550637
"20132",3069620.70816395,540003.930556857
"20238",3063398.9025277,529364.334357395
"20174",3063100.15670664,566085.606545208
"20314",3023773.93494417,490580.652824154
"20391",3076630.67120642,477116.571422476
"20258",2981304.67664963,598667.503564792
"20520",2925671.19584646,638502.715717031
"20122",3149685.32334538,507198.544894425
"20167",3089852.51558677,488694.505606897
"20377",2961139.6587,533941.456652144
"20212",3131992.27151909,624478.100280912
"20490",3030376.31645143,700863.898843407
"20023",3053943.60143397,567927.837060338
"20396",3047872.53772877,689121.26955722
"20326",3067681.24154726,658438.097788676
"20242",2899131.36173844,602392.600682977
"20269",2966945.41878839,572952.631833484
"20158",2995614.15550083,510073.809883818
"20473",3103735.85483953,591256.447224117
"20270",3014422.06668972,649337.255186794
"20182",3072590.65655556,664543.544899272
"20293",3060514.12197152,585535.250631088
"20376",2901676.68803277,625585.853235169
"20408",2967190.75244178,602334.294833701
"20434",3031290.77893614,696368.772354503
"20461",2914187.21196241,610452.472664825
"20304",3019152.06158232,623672.479481815
"20261",2921495.19412351,661112.704961056
"20348",2915267.21832819,601000.592834471
"20532",2949121.63972206,576394.299702191
"20149",3044760.45942139,512949.460490341
"20309",3075724.82589606,696326.102533485
"20531",3041622.85167228,582991.912833127
"20024",3044185.3033975,673804.424764276
"20459",2952222.77382877,696637.703550011
"20285",2916434.06310549,500752.124179398
"20359",3071421.99139877,611706.066952043
"20438",3057078.5601364,669318.907204806
"20479",2990073.76091515,612430.306365508
"20206",3024641.89819836,681769.65920652
"20110",2971185.13616766,581351.371266648
"20472",3219961.51799416,532268.983852904
"20509",3076598.60267997,438544.075694125
"20311",3027351.84945933,642289.033101648
"20286",2923784.70173908,611980.869396691
"20331",2989935.07627932,602346.72155231
"20025",3334834.82452215,499321.220787882
"20253",3107746.28553877,455093.478572902
"20154",3094049.1095974,489833.814945215
"20032",2909747.02558313,665567.3317075
"20010",3242353.69973896,551666.258134044
"20113",3058406.40322733,460361.958228458
"20548",2997092.51114317,676691.938157984
"20214",3069882.79149516,641160.03661543
"20060",3127492.3424557,588333.277242241
"20457",3119222.47094982,628113.546671896
"20417",3121469.9428017,663903.127121256
"20156",3123043.51072655,611249.362259559
"20189",3142419.02364753,607085.73134519
"20477",3006496.66146821,503359.544952044
"20208",2940561.35765666,600875.624626101
"20108",3017887.61241558,557088.844754346
"20114",3115911.8488682,593959.707146272
"20083",3066341.86529171,566721.145512632
"20085",3077464.09196993,454418.970703688
"20306",3093297.11872166,459427.586528215
"20237",2934205.53097049,644960.997669201
"20363",3076970.08641079,591701.643345002
"20071",3098411.56675139,448912.120257106
"20123",3042252.46089476,549489.58581995
"20455",2926167.74776098,664871.429346613
"20282",3191304.63836287,487524.223331553
"20187",3057416.36191211,684488.47484963
"20426",3029070.23569336,571642.691223296
"20566",2992880.70990022,540729.567774429
"20043",3256510.52112532,507210.836163693
"20255",2993272.75051141,565513.950991521
"20015",3073625.49223595,513990.188871107
"20164",2914450.8485673,639055.362189846
"20296",3081567.08380676,625989.695086249
"20160",2937685.49727537,652720.260565134
"20448",2995846.47050367,525554.632529853
"20330",3068266.61933123,677360.244058672
"20337",3124853.53228771,572302.260564644
"20545",3016687.09086428,688471.001813184
"20050",2972989.27129561,591078.786931023
"20541",3106323.19391188,611716.963939877
"20249",3042261.06659348,693104.976101596
"20487",3031852.92623146,598440.655881443
"20445",2979182.53606164,576534.642073338
"20267",3076781.88494896,604291.946636166
"20514",3130254.49166928,606936.336903926
"20561",3092864.75733614,536310.037140111
"20277",3028495.63238135,512255.220814667
"20173",3085338.79907413,619754.633038822
"20291",3058525.47326544,475272.588439059
"20517",3131351.99848572,562681.507504616
"20233",3091545.56355484,555183.948703167
"20317",2962721.78173268,613981.559766869
"20140",2997824.03141766,611425.385552744
"20130",3277140.59951249,503359.555836943
"20013",3058134.23250756,555534.245538508
"20559",3100188.91668764,657226.333400551
"20543",2978215.49624031,488038.509101148
"20386",2983027.14218648,505905.509244342
"20041",3049533.08726407,693742.151643549
"20066",3292398.42624365,524381.005265419
"20027",3055561.5628794,677131.780830612
"20361",3116564.82916788,495186.617696604
"20513",3223289.53884513,558048.364598068
"20325",3136731.48126377,544571.5061892
"20351",3064385.41614818,501202.655256205
"20544",3066545.96080992,603938.808882571
"20038",3121450.82378431,589835.120989254
"20280",3113000.4468878,610128.561562926
"20292",3044582.14757823,564829.607868418
"20366",3066566.6917669,464542.869604235
"20431",3018672.04987558,671520.472837083
"20508",3229261.67678101,533470.444428299
"20336",3085563.31243542,638510.729836435
"20525",3320041.56206454,519690.188233905
"20481",2951857.2681434,564512.561031645
